order_item_id,order_id,product_id,quantity_ordered,quantity_fulfilled,pct_fulfilled
70,1170,62,22,22,1.0
71,9981,36,29,29,1.0
72,2804,94,22,22,1.0
73,8752,28,15,15,1.0
74,4011,78,50,50,1.0
75,2678,81,48,48,1.0
76,7574,20,30,30,1.0
77,6217,19,39,39,1.0
78,4423,42,20,20,1.0
79,9126,100,29,23,0.7931
80,3599,44,26,26,1.0
81,5314,14,49,4,0.0816
82,917,57,14,14,1.0
83,3753,35,7,7,1.0
84,526,9,34,34,1.0
85,5169,77,46,46,1.0
86,6573,90,14,14,1.0
87,4387,95,42,42,1.0
88,1085,24,17,17,1.0
89,3457,42,12,12,1.0
90,9293,72,46,46,1.0
91,5156,9,37,37,1.0
92,3484,81,2,2,1.0
93,8180,95,1,1,1.0
94,6483,33,11,11,1.0
95,7518,64,19,19,1.0
96,2341,54,38,38,1.0
97,4340,23,11,11,1.0
98,2288,14,42,42,1.0
99,4041,91,32,32,1.0
100,9198,24,35,35,1.0
101,8831,91,22,22,1.0
102,4305,25,11,11,1.0
103,9578,52,13,13,1.0
104,7020,5,19,19,1.0
105,9561,16,26,26,1.0
106,6544,90,47,36,0.766
107,5931,70,43,43,1.0
108,3594,51,6,6,1.0
109,2267,30,21,21,1.0
110,8349,74,5,5,1.0
111,8086,77,11,11,1.0
112,1490,34,8,8,1.0
113,772,46,49,49,1.0
114,1797,34,28,28,1.0
115,2505,13,32,32,1.0
116,2622,27,26,26,1.0
117,6917,93,48,48,1.0
118,9772,99,1,1,1.0
119,1041,72,34,34,1.0
120,6305,33,39,39,1.0
121,6253,41,27,27,1.0
122,9764,30,3,3,1.0
123,7669,13,6,6,1.0
124,8670,41,2,2,1.0
125,4120,50,25,25,1.0
126,9065,28,28,28,1.0
127,189,100,21,21,1.0
128,1877,7,33,33,1.0
129,8798,78,40,40,1.0
130,4372,32,29,29,1.0
131,5574,2,33,33,1.0
132,1828,99,44,44,1.0
133,4809,61,11,11,1.0
134,7124,77,46,46,1.0
135,2592,52,20,14,0.7
136,7434,67,9,9,1.0
137,54,85,48,47,0.9792
138,4316,95,24,24,1.0
139,8202,44,27,27,1.0
140,2928,100,24,24,1.0
141,8318,80,36,36,1.0
142,1744,6,9,9,1.0
143,4890,84,49,30,0.6122
144,8318,76,37,37,1.0
145,9978,55,14,14,1.0
146,3259,90,36,36,1.0
147,2505,85,22,22,1.0
148,6127,40,17,17,1.0
149,2647,47,45,45,1.0
150,8838,75,41,41,1.0
151,8690,69,3,3,1.0
152,10,60,41,41,1.0
153,9814,18,43,19,0.4419
154,5311,81,20,20,1.0
155,8006,36,47,47,1.0
156,320,94,19,19,1.0
157,1833,5,41,41,1.0
158,5948,72,22,22,1.0
159,5039,96,2,2,1.0
160,3924,79,45,45,1.0
161,950,78,15,15,1.0
162,3947,23,37,37,1.0
163,9296,90,36,36,1.0
164,1291,14,26,26,1.0
165,1404,59,13,13,1.0
166,7963,62,34,34,1.0
167,1134,82,13,13,1.0
168,8728,100,48,48,1.0
169,2061,25,17,17,1.0
170,2104,43,25,9,0.36
171,7788,84,25,25,1.0
172,9008,98,39,39,1.0
173,2706,12,49,49,1.0
174,4343,54,2,0,0.0
175,8646,52,34,34,1.0
176,9939,66,8,8,1.0
177,6933,9,17,17,1.0
178,3471,9,19,19,1.0
179,8836,27,39,39,1.0
180,3296,28,34,34,1.0
181,5108,80,26,26,1.0
182,6538,61,3,3,1.0
183,6119,25,9,9,1.0
184,7178,55,39,39,1.0
185,8480,58,46,46,1.0
186,7398,4,26,0,0.0
187,1983,62,22,22,1.0
188,4062,89,15,12,0.8
189,3682,18,12,12,1.0
190,1050,16,44,44,1.0
191,5540,62,36,2,0.0556
192,345,85,46,46,1.0
193,9639,29,15,15,1.0
194,9076,91,5,5,1.0
195,3771,38,23,1,0.0435
196,9642,2,43,43,1.0
197,3609,91,13,13,1.0
198,118,24,2,2,1.0
199,1164,40,31,31,1.0
200,965,17,2,2,1.0
201,3751,84,30,30,1.0
202,1105,22,39,39,1.0
203,515,83,7,7,1.0
204,5414,22,40,40,1.0
205,1161,95,3,3,1.0
206,8424,35,19,19,1.0
207,3900,13,46,46,1.0
208,4563,89,34,34,1.0
209,7954,79,45,45,1.0
210,3511,68,32,32,1.0
211,8835,93,34,34,1.0
212,2168,30,28,28,1.0
213,9356,8,2,1,0.5
214,9441,53,5,5,1.0
215,7745,87,23,23,1.0
216,3982,32,4,4,1.0
217,7750,24,33,27,0.8182
218,6670,94,46,46,1.0
219,3120,31,49,15,0.3061
220,1546,56,41,41,1.0
221,1589,41,15,15,1.0
222,7063,40,16,16,1.0
223,5805,2,18,18,1.0
224,6940,13,21,21,1.0
225,6736,70,5,5,1.0
226,7652,13,12,12,1.0
227,888,84,39,39,1.0
228,1613,40,34,34,1.0
229,994,38,10,10,1.0
230,6597,35,39,39,1.0
231,5560,22,42,42,1.0
232,1791,38,48,48,1.0
233,4074,98,17,17,1.0
234,3140,71,23,23,1.0
235,3117,35,18,18,1.0
236,8787,20,49,5,0.102
237,7351,86,6,6,1.0
238,2297,86,33,33,1.0
239,6913,4,14,14,1.0
240,3007,21,13,13,1.0
241,4564,89,50,24,0.48
242,7580,36,32,32,1.0
243,4093,32,36,36,1.0
244,1236,97,34,34,1.0
245,7261,48,7,7,1.0
246,9017,1,20,20,1.0
247,1605,90,42,42,1.0
248,829,77,32,32,1.0
249,8857,40,49,38,0.7755
250,242,57,46,46,1.0
251,1529,53,20,20,1.0
252,3873,45,10,10,1.0
253,2725,90,23,23,1.0
254,6659,12,2,2,1.0
255,7957,16,30,30,1.0
256,7887,86,20,20,1.0
257,3503,95,15,15,1.0
258,6571,66,34,34,1.0
259,961,55,9,9,1.0
260,2698,85,3,3,1.0
261,6210,9,13,13,1.0
262,36,44,39,39,1.0
263,6397,54,23,3,0.1304
264,4346,36,44,8,0.1818
265,7455,2,4,4,1.0
266,4674,79,42,42,1.0
267,6931,74,46,5,0.1087
268,9106,37,4,4,1.0
269,7974,14,29,29,1.0
270,2537,40,33,33,1.0
271,3112,64,28,28,1.0
272,4862,45,29,29,1.0
273,3567,25,29,29,1.0
274,959,80,22,22,1.0
275,9490,70,22,22,1.0
276,8884,80,1,1,1.0
277,999,91,3,3,1.0
278,5139,9,50,50,1.0
279,937,25,21,21,1.0
280,822,60,13,13,1.0
281,9572,5,48,48,1.0
282,7812,41,21,21,1.0
283,8239,40,31,31,1.0
284,8702,82,41,41,1.0
285,2580,18,41,41,1.0
286,932,39,25,25,1.0
287,8321,42,46,46,1.0
288,1313,12,4,4,1.0
289,3045,88,42,42,1.0
290,1123,82,15,15,1.0
291,9750,80,26,26,1.0
292,1114,8,29,29,1.0
293,3854,66,14,1,0.0714
294,6616,23,14,14,1.0
295,1965,50,25,25,1.0
296,9334,10,5,5,1.0
297,4034,86,18,18,1.0
298,9486,100,12,12,1.0
299,9741,10,17,17,1.0
300,652,4,31,31,1.0
301,1344,83,18,18,1.0
302,6869,26,6,6,1.0
303,9563,41,23,23,1.0
304,9261,50,49,32,0.6531
305,8566,41,6,6,1.0
306,5184,79,28,28,1.0
307,4273,35,48,48,1.0
308,3347,24,15,15,1.0
309,5148,96,10,10,1.0
310,3911,74,40,8,0.2
311,4352,76,21,21,1.0
312,6485,23,28,15,0.5357
313,2145,5,27,27,1.0
314,4916,82,46,46,1.0
315,7492,23,5,5,1.0
316,5181,31,42,42,1.0
317,1189,62,18,18,1.0
318,153,49,33,33,1.0
319,7509,92,50,50,1.0
320,9225,49,45,45,1.0
321,1639,56,11,11,1.0
322,1201,75,45,45,1.0
323,8809,85,17,17,1.0
324,3493,55,42,42,1.0
325,8289,77,16,16,1.0
326,4346,23,27,27,1.0
327,2171,100,20,8,0.4
328,5719,22,35,35,1.0
329,1128,73,22,22,1.0
330,4003,45,5,5,1.0
331,6055,30,29,29,1.0
332,4670,30,34,34,1.0
333,2585,69,11,11,1.0
334,7180,50,45,37,0.8222
335,8901,12,29,29,1.0
336,4957,73,44,44,1.0
337,8667,33,24,24,1.0
338,129,12,48,48,1.0
339,9087,9,32,32,1.0
340,4906,81,31,31,1.0
341,1698,70,13,3,0.2308
342,2201,97,4,4,1.0
343,4334,25,49,49,1.0
344,1892,78,25,25,1.0
345,1754,87,5,3,0.6
346,9065,3,17,17,1.0
347,2547,80,26,26,1.0
348,4463,30,2,2,1.0
349,4617,40,6,6,1.0
350,9910,17,32,32,1.0
351,3451,36,43,43,1.0
352,5618,84,17,17,1.0
353,3336,81,50,27,0.54
354,4326,20,6,6,1.0
355,8281,38,39,39,1.0
356,8005,1,25,25,1.0
357,4115,49,20,20,1.0
358,833,55,2,2,1.0
359,1513,87,47,47,1.0
360,6940,23,4,4,1.0
361,4534,66,4,4,1.0
362,723,96,47,47,1.0
363,59,25,38,38,1.0
364,5465,35,10,10,1.0
365,2144,53,21,21,1.0
366,4292,25,27,14,0.5185
367,2648,26,44,44,1.0
368,7240,39,33,33,1.0
369,9039,87,13,13,1.0
370,7008,67,44,44,1.0
371,9190,69,22,22,1.0
372,159,78,39,39,1.0
373,1833,30,42,42,1.0
374,1233,31,28,28,1.0
375,2443,33,9,9,1.0
376,8939,27,29,29,1.0
377,591,61,34,34,1.0
378,6050,48,16,16,1.0
379,9544,14,41,41,1.0
380,9053,95,36,7,0.1944
381,2427,68,31,31,1.0
382,7042,49,31,31,1.0
383,2089,56,31,31,1.0
384,686,79,25,25,1.0
385,5051,33,22,22,1.0
386,5975,94,17,17,1.0
387,654,5,1,1,1.0
388,5863,65,9,9,1.0
389,3442,56,15,15,1.0
390,4089,100,20,20,1.0
391,1685,47,31,31,1.0
392,5795,37,49,22,0.449
393,9174,23,8,8,1.0
394,6659,37,19,19,1.0
395,2533,32,23,23,1.0
396,3879,94,8,8,1.0
397,2663,72,13,13,1.0
398,2901,23,29,29,1.0
399,6756,50,18,18,1.0
400,407,80,43,43,1.0
401,2939,18,1,1,1.0
402,5443,71,50,50,1.0
403,6746,43,9,9,1.0
404,4066,44,35,35,1.0
405,4372,3,42,42,1.0
406,2609,58,11,11,1.0
407,1772,35,27,27,1.0
408,6268,27,23,23,1.0
409,635,44,42,42,1.0
410,7712,3,50,50,1.0
411,3645,74,28,28,1.0
412,3270,45,22,15,0.6818
413,7542,21,12,12,1.0
414,5729,98,37,37,1.0
415,5001,72,15,15,1.0
416,3729,82,43,43,1.0
417,3653,67,25,25,1.0
418,388,80,31,26,0.8387
419,3165,48,24,24,1.0
420,6529,78,25,25,1.0
421,5379,35,12,12,1.0
422,4565,62,30,30,1.0
423,1138,81,24,5,0.2083
424,4574,2,49,49,1.0
425,5754,32,17,17,1.0
426,8347,73,22,16,0.7273
427,6549,55,44,44,1.0
428,8786,78,17,17,1.0
429,5426,55,1,1,1.0
430,453,37,15,15,1.0
431,1890,42,50,50,1.0
432,4280,27,20,20,1.0
433,2926,42,38,38,1.0
434,9513,77,41,41,1.0
435,4350,13,33,33,1.0
436,627,61,49,49,1.0
437,1777,52,37,37,1.0
438,9775,43,16,16,1.0
439,7120,6,39,39,1.0
440,5664,34,29,29,1.0
441,5140,59,24,24,1.0
442,7150,16,40,40,1.0
443,9933,71,23,23,1.0
444,8380,67,22,22,1.0
445,1895,26,16,16,1.0
446,6312,1,26,26,1.0
447,9447,5,43,43,1.0
448,3115,98,20,20,1.0
449,4174,76,41,41,1.0
450,728,76,11,11,1.0
451,7145,44,12,12,1.0
452,28,36,44,44,1.0
453,8519,18,4,4,1.0
454,8822,71,38,38,1.0
455,3229,66,17,17,1.0
456,5968,59,29,29,1.0
457,7067,28,3,2,0.6667
458,1147,36,22,0,0.0
459,5410,37,17,17,1.0
460,5144,95,17,17,1.0
461,2042,94,32,32,1.0
462,4921,79,26,26,1.0
463,8309,83,23,23,1.0
464,5068,52,33,33,1.0
465,6692,86,46,46,1.0
466,5345,49,45,45,1.0
467,6593,67,13,13,1.0
468,4845,56,40,40,1.0
469,9084,56,43,43,1.0
470,2086,58,50,50,1.0
471,3144,76,46,46,1.0
472,6889,69,1,1,1.0
473,6212,79,5,5,1.0
474,2852,75,36,36,1.0
475,9325,34,47,47,1.0
476,4931,59,42,42,1.0
477,6654,3,30,30,1.0
478,8978,53,25,25,1.0
479,7,90,50,45,0.9
480,4979,14,45,27,0.6
481,4701,59,39,39,1.0
482,3444,90,11,11,1.0
483,7044,83,29,29,1.0
484,9503,3,4,4,1.0
485,9940,56,18,18,1.0
486,5280,75,16,13,0.8125
487,7619,7,33,33,1.0
488,7239,11,35,35,1.0
489,7245,34,22,22,1.0
490,3502,80,47,47,1.0
491,8376,57,10,10,1.0
492,7753,11,34,34,1.0
493,2781,11,29,23,0.7931
494,1390,4,5,5,1.0
495,4650,98,23,23,1.0
496,8446,28,50,50,1.0
497,5492,68,45,4,0.0889
498,1531,34,34,34,1.0
499,3849,92,15,15,1.0
500,5086,58,18,18,1.0
501,3681,14,42,42,1.0
502,3263,44,42,42,1.0
503,2415,51,50,50,1.0
504,401,62,18,17,0.9444
505,758,46,15,15,1.0
506,4012,54,2,2,1.0
507,7785,56,9,9,1.0
508,1194,94,38,38,1.0
509,7462,42,40,7,0.175
510,6791,1,45,45,1.0
511,9432,84,43,43,1.0
512,3186,44,30,30,1.0
513,6292,10,46,46,1.0
514,8100,70,16,16,1.0
515,6548,94,36,36,1.0
516,3998,65,21,21,1.0
517,2418,55,20,5,0.25
518,91,3,18,16,0.8889
519,1747,88,12,12,1.0
520,6966,13,18,18,1.0
521,3586,50,4,4,1.0
522,2882,63,10,10,1.0
523,8487,85,40,4,0.1
524,7612,38,50,50,1.0
525,823,34,17,17,1.0
526,9133,73,35,35,1.0
527,4083,93,49,49,1.0
528,1989,88,1,1,1.0
529,7479,24,20,20,1.0
530,2185,27,45,45,1.0
531,7613,37,28,28,1.0
532,8703,89,33,33,1.0
533,9158,27,34,34,1.0
534,9756,48,25,25,1.0
535,5199,79,45,45,1.0
536,7252,82,47,47,1.0
537,8271,56,41,41,1.0
538,6992,74,40,40,1.0
539,8977,67,46,46,1.0
540,7306,42,36,36,1.0
541,2608,3,41,41,1.0
542,7778,36,40,40,1.0
543,7374,42,3,0,0.0
544,4247,98,35,35,1.0
545,4051,3,46,4,0.087
546,4544,83,29,29,1.0
547,8541,43,26,26,1.0
548,7940,53,13,13,1.0
549,3920,53,17,17,1.0
550,4500,91,43,13,0.3023
551,7207,74,12,12,1.0
552,1270,30,32,32,1.0
553,4682,63,11,11,1.0
554,3842,44,20,20,1.0
555,4452,40,29,29,1.0
556,5503,6,30,30,1.0
557,5239,18,7,7,1.0
558,8850,92,8,8,1.0
559,1321,96,23,23,1.0
560,2268,34,29,29,1.0
561,2472,23,36,36,1.0
562,3789,72,30,30,1.0
563,6276,56,13,0,0.0
564,2504,10,31,31,1.0
565,3506,61,35,35,1.0
566,1053,90,6,6,1.0
567,6798,69,22,22,1.0
568,6679,76,27,27,1.0
569,5422,22,8,8,1.0
570,8891,43,26,26,1.0
571,7634,58,11,11,1.0
572,6813,16,5,5,1.0
573,1021,39,48,48,1.0
574,3389,5,32,32,1.0
575,6884,17,14,14,1.0
576,6382,43,25,25,1.0
577,9570,8,31,31,1.0
578,321,88,6,6,1.0
579,9433,31,16,16,1.0
580,6233,69,48,48,1.0
581,7815,42,34,34,1.0
582,97,91,47,47,1.0
583,5764,63,32,32,1.0
584,4893,55,13,7,0.5385
585,6390,96,5,5,1.0
586,6866,23,19,19,1.0
587,8819,97,2,2,1.0
588,8948,49,45,45,1.0
589,9884,39,41,41,1.0
590,3614,66,14,14,1.0
591,8000,10,5,5,1.0
592,3596,81,37,37,1.0
593,4472,53,45,45,1.0
594,7141,98,8,8,1.0
595,7957,97,26,26,1.0
596,476,32,28,28,1.0
597,6372,67,27,27,1.0
598,5508,83,50,50,1.0
599,6625,37,46,46,1.0
600,2705,74,8,8,1.0
601,7658,32,28,22,0.7857
602,2092,98,11,11,1.0
603,8752,96,20,20,1.0
604,442,53,48,48,1.0
605,6456,72,44,44,1.0
606,9698,7,43,32,0.7442
607,9247,86,26,26,1.0
608,445,50,40,40,1.0
609,1376,26,47,47,1.0
610,7023,42,35,35,1.0
611,2224,66,34,34,1.0
612,7565,45,47,47,1.0
613,2978,29,37,37,1.0
614,824,3,42,42,1.0
615,4263,93,47,47,1.0
616,6212,11,28,28,1.0
617,5364,3,31,31,1.0
618,3468,99,26,26,1.0
619,7450,11,12,12,1.0
620,5356,98,48,48,1.0
621,5530,19,5,5,1.0
622,6212,57,33,33,1.0
623,4559,71,9,9,1.0
624,6907,74,12,12,1.0
625,4134,49,20,20,1.0
626,1342,77,30,10,0.3333
627,7706,43,37,37,1.0
628,318,11,41,40,0.9756
629,8838,79,41,28,0.6829
630,854,84,12,12,1.0
631,5734,27,9,9,1.0
632,3674,1,17,17,1.0
633,1125,98,32,32,1.0
634,660,38,26,26,1.0
635,509,83,42,42,1.0
636,4052,65,36,36,1.0
637,3267,48,28,28,1.0
638,334,19,29,29,1.0
639,2497,91,3,3,1.0
640,3909,63,44,44,1.0
641,2069,59,30,30,1.0
642,7759,45,7,7,1.0
643,1875,68,26,26,1.0
644,9241,49,29,29,1.0
645,3572,98,6,6,1.0
646,7620,61,41,41,1.0
647,4199,7,18,18,1.0
648,6044,28,34,34,1.0
649,2750,50,43,43,1.0
650,9927,42,37,37,1.0
651,9950,54,23,23,1.0
652,1877,19,30,5,0.1667
653,2684,7,40,40,1.0
654,5097,25,10,10,1.0
655,1772,96,22,22,1.0
656,9482,55,30,30,1.0
657,421,28,35,35,1.0
658,5112,33,24,24,1.0
659,9434,39,45,45,1.0
660,6150,88,12,12,1.0
661,6499,37,13,13,1.0
662,3250,28,21,21,1.0
663,1246,81,10,0,0.0
664,9701,77,39,39,1.0
665,3979,34,33,33,1.0
666,1670,52,4,4,1.0
667,4942,66,2,2,1.0
668,9838,100,40,40,1.0
669,1984,77,13,13,1.0
670,9273,49,19,19,1.0
671,673,96,49,49,1.0
672,5689,95,5,5,1.0
673,8729,92,15,15,1.0
674,7019,32,50,50,1.0
675,6072,30,29,29,1.0
676,1130,14,16,16,1.0
677,8290,69,17,17,1.0
678,5591,10,22,22,1.0
679,208,87,18,18,1.0
680,6883,20,9,9,1.0
681,8032,26,19,19,1.0
682,1730,29,31,31,1.0
683,7103,48,49,49,1.0
684,5935,57,7,3,0.4286
685,7533,87,5,5,1.0
686,2507,54,23,23,1.0
687,7136,12,21,21,1.0
688,2886,62,34,34,1.0
689,8549,92,12,12,1.0
690,4426,96,12,12,1.0
691,8818,7,5,5,1.0
692,7922,58,36,36,1.0
693,7617,29,8,8,1.0
694,7137,16,37,37,1.0
695,9708,58,22,22,1.0
696,4398,39,6,6,1.0
697,5281,36,29,29,1.0
698,4023,46,6,6,1.0
699,1420,60,39,39,1.0
700,4570,60,1,1,1.0
701,7386,55,29,29,1.0
702,3996,23,2,2,1.0
703,7614,87,28,28,1.0
704,9337,53,30,30,1.0
705,10000,18,31,31,1.0
706,6210,50,42,42,1.0
707,5512,32,28,28,1.0
708,471,51,43,43,1.0
709,8099,57,39,39,1.0
710,5326,69,13,13,1.0
711,2980,41,8,8,1.0
712,7989,90,14,14,1.0
713,3476,6,7,7,1.0
714,5814,66,26,26,1.0
715,4233,79,20,20,1.0
716,5577,71,21,21,1.0
717,4582,78,16,16,1.0
718,9768,63,36,36,1.0
719,4527,64,13,13,1.0
720,9107,34,13,13,1.0
721,167,64,26,26,1.0
722,8465,99,19,19,1.0
723,3131,48,11,11,1.0
724,1403,79,23,23,1.0
725,3955,35,21,8,0.381
726,6659,88,1,1,1.0
727,8005,37,15,13,0.8667
728,9097,84,24,24,1.0
729,3938,31,16,16,1.0
730,7801,37,16,16,1.0
731,8042,65,45,45,1.0
732,7343,92,48,48,1.0
733,283,43,48,48,1.0
734,1525,18,47,47,1.0
735,4821,76,12,12,1.0
736,3631,46,47,47,1.0
737,6626,25,6,6,1.0
738,3987,58,3,0,0.0
739,5017,96,7,7,1.0
740,9529,59,11,11,1.0
741,6047,33,22,22,1.0
742,7754,4,20,20,1.0
743,9069,97,45,45,1.0
744,8699,31,26,26,1.0
745,5633,61,29,29,1.0
746,6972,50,21,10,0.4762
747,9018,60,50,50,1.0
748,5420,54,39,39,1.0
749,5765,72,5,5,1.0
750,7435,61,19,19,1.0
751,4439,37,38,38,1.0
752,5024,4,38,38,1.0
753,4119,34,43,43,1.0
754,3778,20,39,39,1.0
755,1977,3,23,23,1.0
756,3156,62,37,37,1.0
757,5170,54,49,49,1.0
758,1959,60,49,49,1.0
759,8780,46,29,29,1.0
760,3034,11,31,31,1.0
761,3139,40,3,0,0.0
762,3546,77,15,15,1.0
763,7934,57,7,7,1.0
764,4531,45,45,45,1.0
765,9660,26,31,19,0.6129
766,8596,39,1,1,1.0
767,9778,12,24,7,0.2917
768,4637,10,28,28,1.0
769,1648,41,35,35,1.0
770,3181,97,43,43,1.0
771,4854,61,47,47,1.0
772,3728,99,9,9,1.0
773,5913,27,24,24,1.0
774,2940,84,36,36,1.0
775,4953,100,13,13,1.0
776,232,27,12,12,1.0
777,8752,8,3,3,1.0
778,2074,80,5,5,1.0
779,4495,76,18,18,1.0
780,746,8,14,14,1.0
781,894,5,22,20,0.9091
782,9067,83,20,20,1.0
783,4787,92,24,8,0.3333
784,2069,6,25,2,0.08
785,8043,74,13,12,0.9231
786,1681,36,26,26,1.0
787,201,95,31,31,1.0
788,9406,5,40,40,1.0
789,4659,53,33,33,1.0
790,7691,48,33,33,1.0
791,7844,51,44,27,0.6136
792,7217,46,15,9,0.6
793,5583,93,28,28,1.0
794,3021,65,33,33,1.0
795,842,20,28,11,0.3929
796,4137,31,16,16,1.0
797,7828,96,27,27,1.0
798,1870,38,41,41,1.0
799,1071,93,20,20,1.0
800,6566,34,43,43,1.0
801,8057,44,20,20,1.0
802,1214,32,47,47,1.0
803,9454,68,20,20,1.0
804,879,43,38,38,1.0
805,2486,84,33,33,1.0
806,2445,85,8,8,1.0
807,9222,55,2,0,0.0
808,4979,47,43,15,0.3488
809,1396,32,26,26,1.0
810,4067,44,13,13,1.0
811,1941,24,49,49,1.0
812,9144,26,9,9,1.0
813,6819,87,27,27,1.0
814,9934,17,29,29,1.0
815,9767,53,49,49,1.0
816,3698,56,13,13,1.0
817,8562,5,37,37,1.0
818,6233,81,9,9,1.0
819,7382,88,41,41,1.0
820,7254,86,2,0,0.0
821,4872,98,25,25,1.0
822,9643,2,46,46,1.0
823,7026,5,2,2,1.0
824,5004,34,18,18,1.0
825,9317,60,9,9,1.0
826,987,4,38,38,1.0
827,9989,74,19,19,1.0
828,1626,95,10,10,1.0
829,3405,11,40,40,1.0
830,3458,9,40,10,0.25
831,4336,8,9,9,1.0
832,1331,95,49,49,1.0
833,2574,32,5,5,1.0
834,3930,40,6,6,1.0
835,2848,75,40,40,1.0
836,9044,97,12,12,1.0
837,1230,86,18,18,1.0
838,2565,47,29,29,1.0
839,44,54,17,17,1.0
840,6694,10,14,14,1.0
841,7382,11,42,42,1.0
842,9730,77,49,49,1.0
843,7700,89,41,41,1.0
844,4772,98,22,22,1.0
845,535,77,4,4,1.0
846,3793,65,28,28,1.0
847,4721,73,39,39,1.0
848,4633,76,43,43,1.0
849,7439,95,31,31,1.0
850,1167,52,35,35,1.0
851,3825,41,11,11,1.0
852,4335,11,4,4,1.0
853,9664,12,37,37,1.0
854,3242,71,38,38,1.0
855,6966,14,48,48,1.0
856,1881,88,14,14,1.0
857,8923,41,33,33,1.0
858,3684,65,31,31,1.0
859,2442,28,9,7,0.7778
860,4353,96,8,8,1.0
861,2331,58,7,7,1.0
862,1170,36,9,2,0.2222
863,978,52,2,2,1.0
864,2719,55,14,14,1.0
865,5040,10,33,33,1.0
866,9750,40,10,10,1.0
867,9326,94,47,47,1.0
868,4729,40,38,38,1.0
869,7196,61,40,40,1.0
870,2038,58,33,33,1.0
871,7680,55,13,4,0.3077
872,4983,12,38,38,1.0
873,6595,66,49,49,1.0
874,4461,83,39,39,1.0
875,8200,98,3,3,1.0
876,8848,83,7,7,1.0
877,8091,53,24,24,1.0
878,7173,66,1,1,1.0
879,1318,63,50,50,1.0
880,9799,86,43,43,1.0
881,654,1,50,50,1.0
882,7079,36,44,44,1.0
883,5281,93,24,24,1.0
884,9892,60,40,40,1.0
885,4103,94,23,23,1.0
886,424,75,20,20,1.0
887,1497,53,32,32,1.0
888,3751,52,28,5,0.1786
889,9425,86,6,0,0.0
890,9620,84,28,28,1.0
891,340,50,36,36,1.0
892,4416,71,49,49,1.0
893,9442,19,4,4,1.0
894,660,91,47,47,1.0
895,2871,79,41,41,1.0
896,7709,3,25,25,1.0
897,8503,95,33,33,1.0
898,7246,48,3,3,1.0
899,4558,92,16,16,1.0
900,2974,18,3,3,1.0
901,9591,48,20,20,1.0
902,7142,52,47,47,1.0
903,8057,44,2,2,1.0
904,1495,77,1,1,1.0
905,7701,76,21,21,1.0
906,5701,48,44,44,1.0
907,6691,3,45,45,1.0
908,5461,68,18,18,1.0
909,5261,83,27,27,1.0
910,1714,80,34,34,1.0
911,2635,9,2,2,1.0
912,5404,36,6,6,1.0
913,6745,92,45,45,1.0
914,8118,22,50,50,1.0
915,4723,90,13,13,1.0
916,6562,30,8,8,1.0
917,9013,89,18,18,1.0
918,602,30,14,11,0.7857
919,7452,1,16,16,1.0
920,1443,94,27,27,1.0
921,5154,24,1,1,1.0
922,4136,74,23,23,1.0
923,5297,91,32,32,1.0
924,1900,24,17,17,1.0
925,6623,64,13,13,1.0
926,8432,55,12,12,1.0
927,19,37,7,7,1.0
928,8890,3,48,48,1.0
