order_id,customer_id,order_date,status
234,724,2024-03-24,Completed
235,363,2024-08-05,Completed
236,388,2024-01-04,Completed
237,370,2024-11-16,Completed
238,271,2024-05-05,Completed
239,902,2024-03-03,Completed
240,538,2024-10-31,Completed
241,25,2024-07-10,Completed
242,569,2024-01-31,Completed
243,41,2024-03-15,Cancelled
244,927,2024-05-08,Unfilled
245,916,2023-12-21,Completed
246,610,2024-05-04,Completed
247,135,2024-03-07,Completed
248,200,2024-04-10,Completed
249,878,2024-06-18,Completed
250,799,2024-02-24,Unfilled
251,310,2024-01-06,Partially Filled
252,587,2024-05-15,Completed
253,753,2024-08-14,Completed
254,676,2024-06-23,Completed
255,783,2024-02-27,Completed
256,685,2024-04-05,Completed
257,20,2024-04-27,Completed
258,886,2024-10-13,Completed
259,773,2024-10-19,Completed
260,545,2024-07-20,Completed
261,669,2024-05-17,Completed
262,742,2024-05-19,Completed
263,859,2024-10-29,Completed
264,404,2024-07-27,Completed
265,287,2024-01-12,Completed
266,137,2024-07-02,Completed
267,591,2024-07-15,Completed
268,783,2024-12-06,Completed
269,43,2024-11-22,Completed
270,811,2024-08-13,Completed
271,999,2024-05-26,Completed
272,9,2024-01-04,Completed
273,930,2024-08-13,Completed
274,531,2024-07-13,Completed
275,310,2024-10-07,Completed
276,969,2024-09-26,Partially Filled
277,426,2024-10-29,Completed
278,619,2024-04-23,Completed
279,994,2024-12-16,Completed
280,756,2024-11-21,Partially Filled
281,836,2024-07-03,Completed
282,403,2024-10-18,Completed
283,129,2024-04-24,Unfilled
284,83,2024-11-05,Completed
285,137,2024-12-06,Completed
286,925,2024-06-19,Completed
287,709,2024-08-02,Completed
288,17,2024-03-29,Completed
289,15,2024-11-25,Completed
290,436,2024-07-29,Completed
291,571,2024-08-09,Unfilled
292,66,2024-05-18,Completed
293,317,2024-05-28,Completed
294,650,2024-06-15,Completed
295,656,2024-10-08,Completed
296,740,2024-02-13,Unfilled
297,423,2024-02-09,Completed
298,825,2024-05-12,Completed
299,578,2024-11-30,Partially Filled
300,923,2024-03-18,Completed
301,972,2024-06-18,Cancelled
302,547,2024-03-23,Completed
303,88,2024-07-24,Completed
304,670,2024-09-03,Completed
305,474,2024-07-22,Completed
306,985,2024-09-05,Completed
307,177,2024-05-30,Completed
308,982,2024-09-01,Unfilled
309,72,2024-10-18,Completed
310,859,2024-08-15,Partially Filled
311,7,2024-02-25,Cancelled
312,889,2024-10-14,Completed
313,475,2024-10-30,Completed
314,728,2024-08-24,Completed
315,1000,2024-05-18,Completed
316,434,2024-08-18,Completed
317,259,2024-05-28,Completed
318,289,2024-08-18,Completed
319,648,2024-06-18,Cancelled
320,970,2024-11-15,Completed
321,802,2024-08-23,Completed
322,142,2024-12-13,Completed
323,459,2024-07-23,Completed
324,560,2023-12-23,Completed
325,48,2024-02-13,Completed
326,496,2024-11-27,Cancelled
327,634,2024-11-01,Completed
328,715,2023-12-26,Completed
329,908,2024-04-13,Completed
330,900,2024-06-07,Completed
331,250,2024-09-25,Cancelled
332,532,2024-01-15,Completed
333,821,2024-12-04,Completed
334,561,2024-05-31,Completed
335,324,2024-11-22,Completed
336,80,2024-11-11,Completed
337,885,2024-06-28,Completed
338,510,2024-10-11,Completed
339,223,2024-07-07,Completed
340,259,2024-05-04,Completed
341,433,2024-04-15,Completed
342,710,2024-08-04,Completed
343,660,2024-10-20,Completed
344,935,2024-08-10,Completed
345,537,2024-03-23,Completed
346,304,2024-10-24,Cancelled
347,8,2024-06-26,Completed
348,913,2024-01-02,Partially Filled
349,727,2024-03-30,Completed
350,28,2024-04-07,Completed
351,587,2024-03-03,Completed
352,91,2024-06-15,Unfilled
353,264,2024-05-19,Completed
354,336,2024-04-01,Completed
355,970,2024-05-31,Completed
356,948,2024-04-06,Partially Filled
357,764,2024-07-10,Partially Filled
358,593,2024-01-24,Unfilled
359,614,2024-04-01,Completed
360,813,2024-04-03,Completed
361,385,2024-04-26,Completed
362,484,2024-12-13,Completed
363,929,2024-06-24,Completed
364,560,2024-02-20,Completed
365,815,2024-12-16,Completed
366,25,2024-09-30,Completed
367,466,2024-02-06,Completed
368,151,2024-06-06,Completed
369,273,2024-06-18,Completed
370,329,2023-12-28,Completed
371,412,2023-12-22,Completed
372,575,2024-06-18,Completed
373,770,2024-04-05,Completed
374,578,2024-11-14,Completed
375,576,2023-12-24,Completed
376,854,2024-02-22,Completed
377,545,2024-09-21,Completed
378,936,2024-07-21,Completed
379,174,2024-03-28,Completed
380,908,2024-03-09,Completed
381,523,2024-12-16,Partially Filled
382,122,2023-12-24,Completed
383,788,2024-04-10,Completed
384,660,2024-01-12,Completed
385,952,2024-06-14,Completed
386,622,2024-03-24,Completed
387,341,2024-06-01,Completed
388,232,2024-11-21,Completed
389,395,2024-10-09,Completed
390,395,2024-07-12,Completed
391,260,2024-06-22,Unfilled
392,718,2024-04-09,Completed
393,286,2024-05-08,Completed
394,206,2024-04-27,Completed
395,247,2024-05-04,Completed
396,91,2024-10-08,Completed
397,910,2024-08-14,Completed
398,521,2024-10-18,Completed
399,226,2024-12-10,Completed
400,224,2024-10-08,Completed
401,624,2024-02-27,Completed
402,671,2024-05-04,Completed
403,916,2024-08-02,Completed
404,478,2024-07-05,Completed
405,800,2024-02-12,Completed
406,486,2024-07-04,Completed
407,425,2024-08-24,Completed
408,825,2024-06-03,Completed
409,288,2024-10-28,Partially Filled
410,42,2024-05-11,Completed
411,362,2024-08-10,Completed
412,643,2024-08-21,Completed
413,452,2024-06-16,Cancelled
414,948,2024-08-06,Completed
415,348,2024-11-29,Completed
416,883,2024-01-10,Completed
417,422,2024-12-04,Completed
418,752,2024-06-06,Unfilled
419,4,2024-02-27,Completed
420,537,2024-01-03,Completed
421,248,2024-12-11,Unfilled
422,244,2024-02-22,Completed
423,181,2024-11-08,Partially Filled
424,674,2023-12-30,Completed
425,804,2024-06-09,Completed
426,647,2024-12-11,Completed
427,44,2024-09-28,Completed
428,926,2024-09-09,Completed
429,775,2024-08-07,Completed
430,399,2024-11-27,Completed
431,69,2024-03-17,Completed
432,813,2024-03-06,Completed
433,154,2024-09-27,Completed
434,230,2024-05-16,Completed
435,999,2024-01-18,Completed
436,37,2024-04-05,Completed
437,648,2024-09-12,Completed
438,617,2024-03-07,Completed
439,310,2024-08-18,Completed
440,308,2024-12-01,Completed
441,643,2024-04-29,Completed
442,486,2024-09-02,Cancelled
443,706,2024-09-04,Completed
444,5,2024-11-29,Completed
445,757,2024-10-02,Partially Filled
446,697,2024-11-16,Completed
447,206,2024-06-02,Completed
448,602,2024-09-13,Completed
449,281,2024-07-12,Partially Filled
450,625,2023-12-28,Completed
451,354,2024-01-24,Partially Filled
452,762,2024-11-21,Completed
453,118,2024-04-19,Completed
454,415,2024-06-16,Completed
455,680,2024-11-15,Cancelled
456,180,2024-09-21,Completed
457,249,2024-01-24,Completed
458,365,2024-01-07,Completed
459,423,2024-07-12,Completed
460,702,2024-07-06,Partially Filled
461,35,2024-02-27,Completed
462,728,2024-06-16,Completed
463,95,2024-03-08,Completed
464,501,2024-04-08,Completed
465,113,2024-11-29,Completed
466,96,2024-11-26,Completed
467,722,2024-08-09,Completed
468,970,2024-07-04,Completed
469,696,2024-01-13,Completed
470,118,2024-08-04,Completed
471,794,2024-11-05,Completed
472,41,2024-09-20,Completed
473,730,2024-05-30,Completed
474,284,2024-06-12,Completed
475,102,2024-06-23,Completed
476,239,2024-07-16,Completed
477,131,2024-05-07,Completed
478,990,2024-07-12,Completed
479,378,2024-10-02,Completed
480,216,2024-02-29,Completed
481,171,2024-02-14,Completed
482,218,2024-09-26,Completed
483,55,2024-07-19,Completed
484,196,2024-03-24,Completed
485,530,2024-02-22,Partially Filled
486,587,2024-05-21,Completed
487,778,2024-08-17,Completed
488,849,2024-02-05,Partially Filled
489,276,2024-10-01,Completed
490,638,2024-11-19,Completed
491,28,2024-11-13,Completed
492,718,2024-03-28,Cancelled
493,465,2024-02-10,Completed
494,382,2024-09-01,Completed
495,553,2023-12-26,Partially Filled
496,221,2024-12-16,Completed
497,349,2024-12-18,Completed
498,724,2024-04-30,Unfilled
499,983,2024-12-19,Cancelled
500,722,2024-04-10,Partially Filled
501,769,2024-06-07,Completed
502,474,2024-09-29,Completed
503,265,2024-03-13,Completed
504,267,2024-04-07,Completed
505,237,2024-05-28,Completed
506,889,2024-12-10,Completed
507,489,2024-02-12,Completed
508,571,2024-11-11,Completed
509,3,2024-06-18,Completed
510,373,2024-08-21,Completed
511,953,2024-03-29,Partially Filled
512,688,2024-11-18,Partially Filled
513,759,2024-07-27,Completed
514,683,2024-01-02,Completed
515,604,2024-07-02,Completed
516,492,2024-11-07,Unfilled
517,790,2024-11-30,Completed
518,713,2024-09-28,Completed
519,701,2024-10-23,Cancelled
520,734,2024-05-18,Completed
521,64,2024-05-20,Completed
522,653,2024-05-03,Partially Filled
523,638,2024-01-08,Partially Filled
524,496,2024-06-23,Completed
525,136,2024-07-29,Partially Filled
526,805,2024-09-30,Completed
527,259,2024-01-04,Unfilled
528,793,2024-01-26,Unfilled
529,43,2024-04-25,Completed
530,450,2024-10-12,Completed
531,223,2024-09-16,Cancelled
532,178,2024-06-03,Completed
533,61,2024-04-02,Completed
534,123,2024-06-15,Completed
535,322,2024-07-28,Completed
536,555,2024-11-23,Completed
537,812,2024-08-15,Completed
538,34,2024-02-22,Completed
539,884,2024-12-04,Completed
540,289,2024-03-23,Completed
541,312,2024-01-22,Completed
542,416,2024-07-04,Cancelled
543,282,2024-07-25,Completed
544,871,2024-09-17,Completed
545,27,2024-11-29,Completed
546,448,2024-09-05,Completed
547,242,2024-02-04,Completed
548,529,2024-05-19,Completed
549,250,2024-10-01,Completed
550,103,2024-05-09,Completed
551,159,2024-03-17,Completed
552,667,2024-12-12,Partially Filled
553,437,2024-06-12,Completed
554,449,2024-05-21,Completed
555,226,2024-07-05,Completed
556,539,2024-10-12,Completed
557,845,2024-09-06,Completed
558,942,2024-10-05,Completed
559,894,2024-11-21,Unfilled
560,658,2024-08-31,Completed
561,478,2024-10-27,Completed
562,263,2024-09-25,Completed
563,407,2024-07-19,Completed
564,670,2024-09-20,Completed
565,44,2024-06-03,Completed
566,285,2024-01-27,Completed
567,633,2024-09-23,Completed
568,857,2024-10-17,Completed
569,836,2024-11-27,Completed
570,932,2024-10-03,Completed
571,947,2024-05-01,Completed
572,902,2024-10-22,Completed
573,362,2024-09-01,Completed
574,851,2024-08-27,Completed
575,309,2024-01-08,Completed
576,504,2024-10-08,Completed
577,669,2024-02-01,Completed
578,609,2024-01-04,Completed
579,574,2024-08-23,Completed
580,822,2024-09-01,Partially Filled
581,517,2024-06-30,Completed
582,998,2024-04-28,Completed
583,825,2024-04-12,Completed
584,457,2024-11-03,Completed
585,573,2024-01-23,Completed
586,375,2024-06-18,Completed
587,616,2024-05-28,Cancelled
588,620,2024-03-23,Unfilled
589,688,2024-06-01,Completed
590,573,2024-03-20,Completed
591,85,2024-02-01,Completed
592,727,2024-10-10,Completed
593,662,2024-05-12,Cancelled
594,602,2024-06-27,Completed
595,94,2024-10-10,Completed
596,531,2024-03-27,Completed
597,84,2024-07-30,Completed
598,417,2024-05-24,Completed
599,566,2024-03-09,Partially Filled
600,270,2024-02-07,Completed
601,630,2024-06-29,Completed
602,759,2024-01-21,Unfilled
603,878,2024-09-20,Completed
604,37,2024-06-02,Completed
605,153,2024-08-07,Completed
606,935,2024-01-29,Completed
607,599,2024-05-08,Completed
608,438,2024-09-08,Completed
609,171,2024-02-17,Completed
610,450,2024-02-09,Completed
611,77,2024-12-14,Partially Filled
612,521,2024-01-14,Completed
613,495,2024-09-19,Completed
614,683,2024-01-01,Completed
615,318,2024-09-26,Partially Filled
616,178,2024-06-20,Completed
617,374,2024-07-11,Completed
618,259,2024-12-17,Partially Filled
619,594,2024-10-13,Partially Filled
620,535,2024-10-12,Completed
621,316,2024-04-06,Partially Filled
622,218,2023-12-30,Completed
623,299,2024-07-21,Completed
624,470,2024-01-22,Partially Filled
625,769,2024-08-17,Completed
626,957,2024-06-14,Partially Filled
627,478,2024-01-15,Completed
628,704,2024-09-22,Completed
629,575,2024-07-17,Completed
630,408,2024-06-07,Completed
631,537,2024-08-14,Completed
632,666,2024-11-24,Completed
633,840,2024-07-11,Unfilled
634,239,2024-05-11,Completed
635,265,2024-11-14,Partially Filled
636,870,2024-10-14,Completed
637,316,2024-11-06,Completed
638,56,2024-09-16,Completed
639,499,2024-04-10,Completed
640,603,2024-07-29,Partially Filled
641,156,2024-06-25,Completed
642,267,2024-09-08,Unfilled
643,449,2024-07-23,Completed
644,512,2024-11-06,Completed
645,977,2024-06-20,Completed
646,560,2024-01-26,Completed
647,248,2024-05-30,Completed
648,579,2024-07-16,Completed
649,248,2024-03-15,Partially Filled
650,44,2024-05-31,Completed
651,733,2024-07-31,Completed
652,222,2024-12-01,Completed
653,18,2024-10-05,Completed
654,152,2024-05-07,Completed
655,989,2024-05-12,Completed
656,582,2024-01-11,Unfilled
657,952,2024-06-20,Completed
658,764,2024-11-29,Completed
659,981,2023-12-22,Completed
660,237,2024-03-15,Completed
661,814,2024-06-24,Completed
662,763,2024-01-09,Completed
663,655,2024-08-21,Completed
664,460,2024-08-28,Completed
665,246,2024-11-24,Completed
666,542,2023-12-22,Completed
667,352,2024-09-21,Completed
668,707,2024-10-05,Completed
669,217,2024-11-07,Completed
670,815,2024-03-14,Completed
671,983,2024-03-15,Completed
672,205,2024-10-20,Cancelled
673,565,2024-06-06,Unfilled
674,311,2024-10-09,Completed
675,75,2024-04-30,Unfilled
676,882,2024-06-15,Partially Filled
677,122,2024-04-17,Partially Filled
678,395,2024-10-19,Partially Filled
679,183,2024-11-28,Completed
680,990,2024-05-03,Completed
681,464,2024-05-30,Partially Filled
682,833,2024-06-29,Completed
683,379,2024-09-18,Completed
684,510,2024-12-05,Cancelled
685,583,2024-03-20,Completed
686,97,2024-03-21,Completed
687,241,2024-10-17,Completed
688,178,2024-10-05,Cancelled
689,85,2024-08-26,Partially Filled
690,570,2024-09-08,Cancelled
691,708,2024-10-31,Completed
692,43,2024-06-06,Completed
693,537,2024-04-18,Completed
694,681,2024-06-24,Completed
695,872,2024-10-11,Cancelled
696,23,2024-05-19,Completed
697,707,2024-04-26,Completed
698,903,2024-05-20,Completed
699,837,2024-10-02,Completed
700,880,2024-12-11,Completed
701,440,2024-08-29,Completed
702,753,2024-03-31,Completed
703,686,2024-09-11,Completed
704,747,2024-10-03,Completed
705,129,2024-08-24,Completed
706,689,2024-11-05,Completed
707,501,2024-11-24,Completed
708,919,2024-11-18,Completed
709,191,2024-08-22,Completed
710,627,2024-11-05,Completed
711,250,2024-04-19,Cancelled
712,361,2024-08-22,Cancelled
713,976,2024-06-21,Completed
714,806,2024-11-04,Completed
715,44,2024-11-14,Unfilled
716,212,2024-07-08,Completed
717,224,2024-05-07,Completed
718,212,2024-07-16,Completed
719,326,2024-07-07,Partially Filled
720,466,2024-04-27,Partially Filled
721,745,2024-07-05,Unfilled
722,429,2024-07-22,Completed
723,608,2024-05-17,Completed
724,640,2024-10-09,Completed
725,15,2024-09-18,Cancelled
726,71,2024-07-14,Completed
727,626,2024-11-07,Partially Filled
728,71,2023-12-22,Completed
729,970,2024-01-27,Completed
730,802,2024-08-14,Completed
731,756,2024-09-04,Completed
732,781,2024-03-24,Completed
733,118,2024-08-22,Unfilled
734,90,2024-02-20,Completed
735,83,2024-11-15,Completed
736,885,2024-11-16,Unfilled
737,563,2024-05-13,Partially Filled
738,187,2024-03-15,Cancelled
739,222,2024-08-24,Completed
740,293,2024-09-26,Completed
741,354,2024-02-24,Completed
742,420,2024-12-07,Completed
743,719,2024-08-27,Completed
744,800,2024-05-28,Completed
745,516,2024-11-23,Completed
746,274,2024-11-12,Completed
747,356,2024-09-03,Completed
748,780,2024-02-01,Completed
749,633,2024-10-29,Completed
750,897,2024-07-23,Completed
751,711,2024-12-10,Completed
752,512,2024-05-02,Completed
753,269,2024-06-24,Completed
754,606,2024-06-07,Completed
755,427,2024-04-23,Completed
756,374,2024-07-12,Completed
757,326,2024-07-22,Completed
758,158,2024-05-08,Completed
759,589,2023-12-30,Completed
760,419,2024-08-31,Completed
761,366,2024-04-24,Completed
762,169,2024-04-02,Completed
763,920,2024-05-01,Completed
764,337,2024-06-08,Completed
765,52,2024-03-05,Completed
766,467,2024-11-28,Completed
767,240,2024-11-23,Completed
768,277,2024-03-13,Completed
769,528,2024-08-06,Completed
770,470,2024-01-03,Completed
771,923,2024-03-07,Completed
772,698,2024-10-07,Completed
773,150,2024-12-08,Completed
774,575,2024-01-02,Completed
775,506,2024-03-31,Completed
776,8,2024-05-21,Completed
777,465,2024-03-30,Completed
778,380,2024-06-03,Completed
779,276,2024-11-18,Completed
780,162,2024-11-23,Completed
781,270,2024-08-30,Completed
782,651,2024-04-30,Completed
783,257,2023-12-21,Completed
784,285,2024-01-25,Completed
785,138,2024-08-09,Completed
786,25,2024-04-04,Completed
787,213,2024-03-01,Completed
788,909,2024-08-29,Cancelled
789,677,2024-04-25,Completed
790,82,2024-11-27,Completed
791,127,2023-12-26,Completed
792,895,2024-08-06,Completed
793,988,2024-05-24,Completed
794,875,2024-08-31,Completed
795,844,2024-08-21,Cancelled
796,250,2024-01-06,Completed
797,685,2024-11-14,Completed
798,504,2024-01-15,Partially Filled
799,808,2024-09-29,Completed
800,219,2024-09-27,Completed
801,15,2024-04-24,Partially Filled
802,957,2024-02-21,Completed
803,558,2024-10-29,Completed
804,664,2024-02-25,Completed
805,307,2024-08-18,Completed
806,129,2024-12-13,Completed
807,220,2024-11-17,Completed
808,601,2024-12-04,Completed
809,772,2024-03-31,Completed
810,875,2024-04-01,Partially Filled
811,614,2024-06-01,Completed
812,573,2024-02-09,Cancelled
813,562,2024-12-12,Completed
814,201,2024-08-24,Completed
815,114,2024-03-20,Completed
816,829,2024-06-01,Completed
817,596,2024-07-11,Completed
818,977,2024-06-26,Completed
819,877,2024-11-29,Completed
820,335,2024-02-19,Partially Filled
821,141,2024-02-02,Unfilled
822,784,2024-03-15,Completed
823,539,2024-10-11,Partially Filled
824,390,2024-07-11,Completed
825,382,2024-04-18,Completed
826,378,2024-04-04,Completed
827,118,2024-05-03,Partially Filled
828,67,2024-03-17,Partially Filled
829,649,2024-02-09,Completed
830,389,2024-07-30,Completed
831,82,2024-05-28,Completed
832,708,2023-12-27,Partially Filled
833,217,2024-05-24,Completed
834,961,2024-05-09,Completed
835,239,2024-08-05,Completed
836,566,2024-05-05,Completed
837,691,2024-04-05,Completed
838,915,2024-05-12,Unfilled
839,176,2024-05-15,Completed
840,276,2024-07-05,Completed
841,260,2024-10-08,Completed
842,278,2024-01-30,Completed
843,694,2024-02-24,Completed
844,140,2024-04-18,Completed
845,874,2024-05-31,Completed
846,665,2024-04-19,Completed
847,668,2024-12-17,Completed
848,303,2024-08-08,Completed
849,245,2024-01-11,Completed
850,645,2024-03-19,Cancelled
851,298,2024-04-24,Partially Filled
852,432,2024-08-29,Completed
853,839,2024-07-08,Completed
854,977,2024-11-03,Completed
855,758,2024-08-24,Completed
856,583,2024-01-04,Completed
857,259,2024-09-11,Completed
858,659,2024-11-10,Completed
859,864,2023-12-25,Completed
860,775,2024-05-15,Unfilled
861,564,2024-04-01,Completed
862,929,2024-02-03,Completed
863,759,2024-10-13,Completed
864,291,2024-07-22,Unfilled
865,688,2024-06-22,Completed
866,994,2024-03-04,Partially Filled
867,717,2024-06-12,Completed
868,256,2024-04-02,Completed
869,814,2024-04-17,Completed
870,704,2024-06-17,Partially Filled
871,4,2024-09-20,Completed
872,415,2024-09-04,Completed
873,823,2024-04-11,Partially Filled
874,1000,2024-09-07,Partially Filled
875,45,2024-05-26,Completed
876,240,2024-02-02,Completed
877,411,2024-08-07,Completed
878,62,2024-06-28,Completed
879,323,2024-08-17,Partially Filled
880,486,2024-06-27,Unfilled
881,295,2024-02-23,Completed
882,219,2024-02-29,Completed
883,701,2024-05-21,Completed
884,250,2024-01-06,Unfilled
885,874,2024-04-30,Completed
886,824,2024-06-29,Completed
887,723,2024-10-17,Completed
888,862,2024-07-08,Completed
889,445,2024-06-16,Completed
890,316,2024-07-01,Completed
891,774,2024-05-28,Completed
892,236,2024-01-30,Completed
893,827,2024-01-28,Completed
894,605,2023-12-25,Completed
895,884,2024-01-08,Completed
896,703,2024-05-25,Completed
897,312,2024-05-30,Completed
898,149,2024-04-07,Partially Filled
899,968,2024-02-21,Completed
900,326,2024-01-15,Completed
901,555,2024-08-04,Completed
902,725,2024-06-15,Completed
