,product_id,order_date,quantity_ordered,quantity_fulfilled,is_fulfilled
157,1,2024-02-09,15,15,True
158,1,2024-02-17,38,38,False
159,1,2024-02-18,35,9,False
160,1,2024-02-24,15,15,True
161,1,2024-02-27,61,61,True
162,1,2024-02-28,59,59,True
163,1,2024-02-29,13,13,True
164,1,2024-03-01,65,57,False
165,1,2024-03-03,52,52,False
166,1,2024-03-08,20,16,False
167,1,2024-03-09,58,58,True
168,1,2024-03-11,48,48,True
169,1,2024-03-15,47,47,True
170,1,2024-03-28,38,38,False
171,1,2024-03-29,33,33,True
172,1,2024-03-31,12,12,True
173,1,2024-04-04,9,9,True
174,1,2024-04-06,13,13,True
175,1,2024-04-08,6,6,True
176,1,2024-04-15,36,36,True
177,1,2024-04-16,48,48,True
178,1,2024-04-25,4,4,True
179,1,2024-04-26,28,28,True
180,1,2024-04-27,42,42,True
181,1,2024-05-06,23,23,True
182,1,2024-05-08,57,57,False
183,1,2024-05-12,66,66,True
184,1,2024-05-14,4,4,False
185,1,2024-05-19,21,21,True
186,1,2024-05-25,59,59,False
187,1,2024-05-26,20,20,True
188,1,2024-05-27,8,8,True
189,1,2024-06-05,48,48,True
190,1,2024-06-07,49,49,True
191,1,2024-06-09,41,41,True
192,1,2024-06-13,48,48,True
193,1,2024-06-16,21,21,True
194,1,2024-06-17,14,14,True
195,1,2024-06-24,2,2,True
196,1,2024-06-27,62,62,False
197,1,2024-06-28,48,48,False
198,1,2024-06-30,40,40,False
199,1,2024-07-01,15,15,True
200,1,2024-07-13,44,44,False
201,1,2024-07-15,63,63,False
202,1,2024-07-17,100,100,False
203,1,2024-07-22,91,91,False
204,1,2024-07-23,47,47,True
205,1,2024-07-25,23,23,True
206,1,2024-07-26,29,29,False
207,1,2024-07-29,1,1,True
208,1,2024-08-05,84,84,True
209,1,2024-08-08,40,28,False
210,1,2024-08-09,26,26,False
211,1,2024-08-10,28,28,True
212,1,2024-08-11,66,66,True
213,1,2024-08-12,44,44,False
214,1,2024-08-14,17,17,True
215,1,2024-08-15,7,7,False
216,1,2024-08-17,19,19,True
217,1,2024-08-18,60,60,True
218,1,2024-08-25,35,35,True
219,1,2024-09-01,54,54,False
220,1,2024-09-02,44,44,True
221,1,2024-09-04,23,23,True
222,1,2024-09-06,6,4,False
223,1,2024-09-14,22,22,True
224,1,2024-09-15,26,26,True
225,1,2024-09-16,43,43,False
226,1,2024-09-17,44,41,False
227,1,2024-09-20,3,3,True
228,1,2024-09-22,30,30,False
229,1,2024-09-23,59,59,True
230,1,2024-09-28,53,53,True
231,1,2024-09-29,43,43,True
232,1,2024-10-02,29,29,False
233,1,2024-10-04,39,39,True
234,1,2024-10-06,4,4,True
235,1,2024-10-07,46,46,True
236,1,2024-10-10,19,19,False
237,1,2024-10-14,31,2,False
238,1,2024-10-21,30,30,True
239,1,2024-10-25,20,20,True
240,1,2024-10-30,41,41,True
241,1,2024-11-10,29,29,True
242,1,2024-11-13,31,31,True
243,1,2024-11-15,84,73,False
244,1,2024-11-19,50,50,False
245,1,2024-11-21,9,9,False
246,1,2024-11-22,49,8,False
247,1,2024-11-27,33,33,False
248,1,2024-11-28,97,97,False
249,1,2024-11-30,41,41,True
250,1,2024-12-03,12,12,True
251,1,2024-12-12,2,2,True
252,1,2024-12-14,3,0,False
253,1,2024-12-16,38,38,True
254,1,2024-12-17,21,21,True
255,1,2024-12-20,11,11,True
256,1,2024-12-21,14,14,False
257,2,2022-12-22,14,14,True
258,2,2022-12-23,93,93,False
259,2,2022-12-24,35,35,True
260,2,2022-12-25,11,11,True
261,2,2022-12-29,54,54,False
262,2,2022-12-30,7,7,True
263,2,2022-12-31,65,25,False
264,2,2023-01-04,67,67,True
265,2,2023-01-05,31,31,True
266,2,2023-01-07,40,40,False
267,2,2023-01-08,7,7,True
268,2,2023-01-13,29,29,True
269,2,2023-01-15,29,29,True
270,2,2023-01-16,45,45,True
271,2,2023-01-18,50,50,True
272,2,2023-01-20,8,8,False
273,2,2023-01-21,29,29,False
274,2,2023-01-22,18,18,True
275,2,2023-01-23,1,1,True
276,2,2023-01-24,9,9,True
277,2,2023-01-26,1,1,True
278,2,2023-01-28,44,44,False
279,2,2023-02-04,8,8,True
280,2,2023-02-05,8,8,True
281,2,2023-02-15,31,31,False
282,2,2023-02-17,89,89,False
283,2,2023-02-20,32,24,False
284,2,2023-02-22,8,8,True
285,2,2023-02-23,70,70,True
286,2,2023-02-27,43,43,True
287,2,2023-03-02,5,5,True
288,2,2023-03-06,7,7,True
289,2,2023-03-11,55,27,False
290,2,2023-03-13,20,20,True
291,2,2023-03-14,39,39,False
292,2,2023-03-16,39,39,True
293,2,2023-03-24,43,43,True
294,2,2023-03-28,43,43,True
295,2,2023-03-29,6,6,True
296,2,2023-04-03,17,17,True
297,2,2023-04-10,27,27,False
298,2,2023-04-11,55,55,True
299,2,2023-04-15,33,33,True
300,2,2023-04-18,46,46,True
301,2,2023-04-19,90,90,False
302,2,2023-04-25,29,29,True
303,2,2023-04-28,15,15,True
304,2,2023-04-30,23,23,True
305,2,2023-05-02,34,21,False
306,2,2023-05-04,79,79,True
307,2,2023-05-09,43,43,True
308,2,2023-05-10,37,37,False
309,2,2023-05-14,10,10,True
310,2,2023-05-16,38,38,True
311,2,2023-05-17,117,117,True
312,2,2023-05-19,56,56,False
313,2,2023-05-21,42,42,True
314,2,2023-05-22,8,8,True
315,2,2023-05-23,47,13,False
316,2,2023-05-27,50,50,False
317,2,2023-06-02,41,41,True
318,2,2023-06-03,9,9,False
319,2,2023-06-04,24,24,False
320,2,2023-06-06,36,36,False
321,2,2023-06-10,8,8,False
322,2,2023-06-18,93,64,False
323,2,2023-06-22,9,9,True
324,2,2023-06-29,34,34,True
325,2,2023-07-02,73,73,True
326,2,2023-07-09,35,35,True
327,2,2023-07-13,32,32,False
328,2,2023-07-20,87,87,True
329,2,2023-07-21,3,3,True
330,2,2023-07-26,46,46,False
331,2,2023-07-28,48,48,True
332,2,2023-07-29,22,22,True
333,2,2023-08-01,49,49,True
334,2,2023-08-04,40,40,True
335,2,2023-08-05,42,42,True
336,2,2023-08-07,24,4,False
337,2,2023-08-11,35,35,True
338,2,2023-08-13,84,84,True
339,2,2023-08-16,45,45,True
340,2,2023-08-23,13,13,False
341,2,2023-08-28,40,40,True
342,2,2023-08-30,39,39,True
343,2,2023-09-01,14,14,True
344,2,2023-09-02,35,35,False
345,2,2023-09-03,14,14,True
346,2,2023-09-04,9,9,True
347,2,2023-09-08,15,15,True
348,2,2023-09-12,37,37,False
349,2,2023-09-14,7,7,False
350,2,2023-09-16,18,8,False
351,2,2023-09-17,19,19,True
352,2,2023-09-19,29,29,True
353,2,2023-09-22,60,31,False
354,2,2023-09-24,41,14,False
355,2,2023-09-30,6,6,False
356,2,2023-10-02,29,29,True
357,2,2023-10-04,13,13,True
358,2,2023-10-08,33,33,True
359,2,2023-10-10,34,34,True
360,2,2023-10-13,97,97,False
361,2,2023-10-15,3,3,True
362,2,2023-10-16,14,14,True
363,2,2023-10-23,36,36,False
364,2,2023-10-25,11,11,False
365,2,2023-10-28,10,6,False
366,2,2023-10-29,5,5,True
367,2,2023-11-04,69,40,False
368,2,2023-11-05,3,3,False
369,2,2023-11-07,18,18,True
370,2,2023-11-12,49,49,True
371,2,2023-11-15,57,57,True
372,2,2023-11-16,12,12,True
373,2,2023-11-17,40,40,True
374,2,2023-11-18,3,3,False
375,2,2023-11-21,24,24,True
376,2,2023-11-23,44,44,True
377,2,2023-11-24,44,44,True
378,2,2023-11-26,11,11,True
379,2,2023-11-29,15,15,True
380,2,2023-12-01,26,26,True
381,2,2023-12-02,33,33,False
382,2,2023-12-04,56,56,True
383,2,2023-12-08,31,31,True
384,2,2023-12-09,26,26,True
385,2,2023-12-16,44,44,True
386,2,2023-12-17,74,74,False
387,2,2023-12-22,48,48,True
388,2,2023-12-24,9,9,True
389,2,2024-01-05,40,40,True
390,2,2024-01-06,47,47,True
391,2,2024-01-07,48,43,False
392,2,2024-01-10,47,47,True
393,2,2024-01-11,38,38,False
394,2,2024-01-14,39,39,False
395,2,2024-01-15,42,42,True
396,2,2024-01-21,28,28,True
397,2,2024-01-22,23,21,False
398,2,2024-01-24,39,39,True
399,2,2024-01-28,48,48,True
400,2,2024-01-30,12,12,True
401,2,2024-01-31,61,61,True
402,2,2024-02-02,19,19,True
403,2,2024-02-05,25,25,False
404,2,2024-02-10,35,35,True
405,2,2024-02-16,73,55,False
406,2,2024-02-17,2,2,True
407,2,2024-02-18,3,3,True
408,2,2024-02-19,93,78,False
409,2,2024-02-21,57,13,False
410,2,2024-02-23,25,25,False
411,2,2024-02-25,4,4,True
412,2,2024-03-02,7,7,True
413,2,2024-03-08,33,33,True
414,2,2024-03-11,61,61,True
415,2,2024-03-13,6,6,True
416,2,2024-03-14,17,6,False
417,2,2024-03-23,25,25,True
418,2,2024-03-28,13,13,False
419,2,2024-03-29,45,45,True
420,2,2024-03-30,40,27,False
421,2,2024-04-01,46,46,True
422,2,2024-04-04,40,40,True
423,2,2024-04-11,41,41,True
424,2,2024-04-12,33,33,False
425,2,2024-04-13,23,23,False
426,2,2024-04-14,30,30,True
427,2,2024-04-19,9,9,False
428,2,2024-04-22,7,7,True
429,2,2024-05-06,44,44,True
430,2,2024-05-09,21,21,False
431,2,2024-05-12,8,8,True
432,2,2024-05-18,41,41,True
433,2,2024-05-21,36,36,True
434,2,2024-05-23,16,1,False
435,2,2024-05-24,47,47,True
436,2,2024-06-08,11,11,True
437,2,2024-06-10,11,10,False
438,2,2024-06-21,66,66,True
439,2,2024-06-24,37,37,False
440,2,2024-06-25,9,9,False
441,2,2024-06-29,47,47,True
442,2,2024-07-02,8,8,True
443,2,2024-07-03,41,41,True
444,2,2024-07-04,38,38,True
445,2,2024-07-10,33,33,True
446,2,2024-07-11,10,10,True
447,2,2024-07-19,29,29,True
448,2,2024-07-22,16,16,False
449,2,2024-07-26,46,46,False
450,2,2024-07-27,86,86,True
451,2,2024-07-29,77,57,False
452,2,2024-08-03,33,33,True
453,2,2024-08-06,23,22,False
454,2,2024-08-10,43,43,False
455,2,2024-08-12,36,36,True
456,2,2024-08-15,28,28,True
457,2,2024-08-16,7,7,True
458,2,2024-08-19,3,0,False
459,2,2024-08-28,17,17,False
460,2,2024-08-30,40,40,False
461,2,2024-09-03,27,27,True
462,2,2024-09-08,10,10,False
463,2,2024-09-10,49,49,True
464,2,2024-09-13,96,96,True
465,2,2024-09-20,13,3,False
466,2,2024-09-21,57,57,True
467,2,2024-09-26,49,49,True
468,2,2024-09-27,27,27,True
469,2,2024-09-29,29,29,True
470,2,2024-10-03,2,2,True
471,2,2024-10-05,13,13,True
472,2,2024-10-15,30,30,True
473,2,2024-10-16,4,4,True
474,2,2024-10-20,14,4,False
475,2,2024-10-22,11,11,True
476,2,2024-10-26,45,45,True
477,2,2024-10-27,42,42,True
478,2,2024-10-29,3,3,True
479,2,2024-10-30,36,36,True
480,2,2024-11-01,50,50,True
481,2,2024-11-05,59,59,False
482,2,2024-11-06,8,8,True
483,2,2024-11-09,25,25,True
484,2,2024-11-11,34,34,True
485,2,2024-11-14,52,52,True
486,2,2024-11-17,45,45,False
487,2,2024-11-20,15,15,True
488,2,2024-11-23,22,22,True
489,2,2024-11-25,22,22,True
490,2,2024-11-26,35,35,True
491,2,2024-11-28,43,43,True
492,2,2024-12-01,58,58,False
493,2,2024-12-02,40,37,False
494,2,2024-12-10,41,41,True
495,2,2024-12-11,30,30,True
496,2,2024-12-16,24,24,True
497,3,2022-12-22,29,29,True
498,3,2022-12-23,32,10,False
499,3,2022-12-25,12,12,True
500,3,2022-12-27,48,48,True
501,3,2023-01-05,23,23,True
502,3,2023-01-07,37,37,True
503,3,2023-01-09,16,16,True
504,3,2023-01-12,46,46,True
505,3,2023-01-15,2,2,False
506,3,2023-01-17,2,2,True
507,3,2023-01-20,4,4,True
508,3,2023-01-21,22,22,True
509,3,2023-01-23,9,9,True
510,3,2023-01-27,29,29,True
511,3,2023-01-30,11,6,False
512,3,2023-02-01,30,30,False
513,3,2023-02-04,45,45,True
514,3,2023-02-09,28,28,True
515,3,2023-02-10,43,43,True
516,3,2023-02-12,47,47,True
517,3,2023-02-13,26,26,True
518,3,2023-02-14,47,21,False
519,3,2023-02-15,24,24,True
520,3,2023-02-16,25,25,False
521,3,2023-02-20,16,16,False
522,3,2023-02-27,60,60,True
523,3,2023-03-03,85,85,True
524,3,2023-03-14,50,14,False
525,3,2023-03-17,35,35,True
526,3,2023-03-18,25,25,True
527,3,2023-03-19,3,3,True
528,3,2023-03-21,36,36,True
529,3,2023-03-25,33,33,True
530,3,2023-03-26,4,4,True
531,3,2023-04-01,50,50,False
532,3,2023-04-02,67,67,False
533,3,2023-04-04,14,5,False
534,3,2023-04-05,4,4,True
535,3,2023-04-09,16,16,False
536,3,2023-04-10,25,25,True
537,3,2023-04-17,22,10,False
538,3,2023-04-20,22,22,True
539,3,2023-04-27,14,14,True
540,3,2023-05-01,16,16,True
541,3,2023-05-02,5,5,True
542,3,2023-05-07,41,41,False
543,3,2023-05-08,14,14,True
544,3,2023-05-13,19,19,True
545,3,2023-05-14,40,40,True
546,3,2023-05-20,15,15,True
547,3,2023-05-21,20,20,False
548,3,2023-06-01,30,30,True
549,3,2023-06-02,43,43,True
550,3,2023-06-05,27,27,True
551,3,2023-06-06,19,19,False
552,3,2023-06-07,14,14,True
553,3,2023-06-11,9,9,False
554,3,2023-06-13,26,26,True
555,3,2023-06-15,26,26,True
556,3,2023-06-16,37,37,False
557,3,2023-06-18,47,47,True
558,3,2023-06-20,10,10,True
559,3,2023-06-23,6,6,False
560,3,2023-06-25,37,37,False
561,3,2023-06-29,38,38,True
562,3,2023-07-01,16,16,True
563,3,2023-07-05,7,7,True
564,3,2023-07-08,13,1,False
565,3,2023-07-12,29,29,False
566,3,2023-07-14,47,47,True
567,3,2023-07-15,9,9,True
568,3,2023-07-16,110,110,True
569,3,2023-07-21,10,10,True
570,3,2023-07-26,19,19,False
571,3,2023-07-28,2,2,True
572,3,2023-07-29,25,25,True
573,3,2023-07-30,8,8,False
574,3,2023-07-31,49,49,True
575,3,2023-08-04,31,31,True
576,3,2023-08-05,6,6,False
577,3,2023-08-07,17,17,False
578,3,2023-08-09,27,27,True
579,3,2023-08-12,16,2,False
580,3,2023-08-13,98,98,False
581,3,2023-08-15,47,47,True
582,3,2023-08-20,33,11,False
583,3,2023-08-22,53,53,True
584,3,2023-08-24,38,38,True
585,3,2023-08-26,33,33,True
586,3,2023-08-27,40,40,True
587,3,2023-09-04,68,68,False
588,3,2023-09-07,15,15,False
589,3,2023-09-09,2,2,True
590,3,2023-09-11,2,2,True
591,3,2023-09-12,78,78,True
592,3,2023-09-14,28,28,True
593,3,2023-09-18,34,6,False
594,3,2023-09-21,1,1,True
595,3,2023-09-22,39,39,True
596,3,2023-09-23,33,33,True
597,3,2023-09-26,16,16,True
598,3,2023-09-30,27,27,True
599,3,2023-10-06,29,29,True
600,3,2023-10-10,22,22,True
601,3,2023-10-11,22,22,False
602,3,2023-10-13,10,10,True
603,3,2023-10-21,40,40,True
604,3,2023-10-22,3,3,True
605,3,2023-11-08,10,1,False
606,3,2023-11-11,20,20,True
607,3,2023-11-12,45,45,False
608,3,2023-11-13,45,45,True
609,3,2023-11-14,23,23,True
610,3,2023-11-19,14,14,False
611,3,2023-11-29,41,41,True
612,3,2023-11-30,40,40,True
613,3,2023-12-04,22,22,False
614,3,2023-12-09,24,24,False
615,3,2023-12-15,17,17,True
616,3,2023-12-16,15,15,True
617,3,2023-12-17,19,19,True
618,3,2023-12-18,11,11,False
619,3,2023-12-19,50,50,True
620,3,2023-12-21,16,16,True
621,3,2023-12-25,38,38,True
622,3,2023-12-28,45,45,False
623,3,2023-12-29,40,40,True
624,3,2024-01-03,35,35,False
625,3,2024-01-13,19,19,False
626,3,2024-01-15,12,12,False
627,3,2024-01-16,43,43,True
628,3,2024-01-17,16,16,True
629,3,2024-01-18,74,58,False
630,3,2024-01-19,42,36,False
631,3,2024-01-22,43,36,False
632,3,2024-01-23,6,6,True
633,3,2024-01-30,10,10,True
634,3,2024-01-31,31,31,True
635,3,2024-02-05,11,11,True
636,3,2024-02-09,31,31,True
637,3,2024-02-13,11,11,False
638,3,2024-02-20,18,18,True
639,3,2024-02-21,37,37,True
640,3,2024-02-24,7,7,True
641,3,2024-02-27,44,44,True
642,3,2024-03-02,6,6,True
643,3,2024-03-04,7,7,True
644,3,2024-03-06,1,1,True
645,3,2024-03-08,50,50,False
646,3,2024-03-12,37,37,True
647,3,2024-03-13,42,42,True
648,3,2024-03-25,9,9,True
649,3,2024-04-01,44,44,False
650,3,2024-04-03,10,10,False
651,3,2024-04-12,39,39,True
652,3,2024-04-14,28,28,True
653,3,2024-04-15,75,75,False
654,3,2024-04-16,4,4,False
655,3,2024-04-22,43,41,False
656,3,2024-04-23,16,16,True
657,3,2024-04-27,52,52,True
658,3,2024-05-06,66,66,False
659,3,2024-05-10,11,11,False
660,3,2024-05-12,40,40,False
661,3,2024-05-17,36,36,True
662,3,2024-05-18,33,33,True
663,3,2024-05-20,16,16,True
664,3,2024-05-21,11,11,True
665,3,2024-05-23,28,28,False
666,3,2024-05-24,30,30,True
667,3,2024-05-27,34,34,True
668,3,2024-05-28,46,4,False
669,3,2024-05-30,5,5,True
670,3,2024-05-31,29,29,False
671,3,2024-06-02,2,2,False
672,3,2024-06-07,38,38,True
673,3,2024-06-08,2,2,True
674,3,2024-06-09,1,1,True
675,3,2024-06-11,7,7,False
676,3,2024-06-17,41,41,True
677,3,2024-06-19,18,18,True
678,3,2024-06-20,44,44,True
679,3,2024-06-21,40,40,False
680,3,2024-06-30,18,16,False
681,3,2024-07-03,42,42,True
682,3,2024-07-04,36,36,False
683,3,2024-07-06,72,72,False
684,3,2024-07-09,38,38,True
685,3,2024-07-13,24,24,True
686,3,2024-07-15,19,16,False
687,3,2024-07-20,22,14,False
688,3,2024-07-21,31,31,True
689,3,2024-07-23,31,18,False
690,3,2024-07-29,38,38,False
691,3,2024-07-31,35,35,False
692,3,2024-08-01,42,42,True
693,3,2024-08-15,2,2,True
694,3,2024-08-16,21,21,True
695,3,2024-08-19,19,19,True
696,3,2024-08-20,31,31,True
697,3,2024-08-21,30,30,True
698,3,2024-08-27,37,37,True
699,3,2024-08-29,29,29,False
700,3,2024-09-02,2,2,False
701,3,2024-09-09,39,39,False
702,3,2024-09-11,39,39,False
703,3,2024-09-18,29,29,True
704,3,2024-09-26,4,4,False
705,3,2024-10-02,26,14,False
706,3,2024-10-03,57,39,False
707,3,2024-10-04,72,72,False
708,3,2024-10-06,29,29,True
709,3,2024-10-08,46,36,False
710,3,2024-10-11,32,32,False
711,3,2024-10-12,23,10,False
712,3,2024-10-17,21,21,False
713,3,2024-10-19,3,3,False
714,3,2024-10-24,47,47,True
715,3,2024-10-27,63,63,False
716,3,2024-10-28,37,31,False
717,3,2024-11-01,49,49,True
718,3,2024-11-02,25,25,False
719,3,2024-11-06,65,65,True
720,3,2024-11-10,62,62,True
721,3,2024-11-11,17,17,True
722,3,2024-11-12,15,15,False
723,3,2024-11-15,14,14,True
724,3,2024-11-17,118,118,True
725,3,2024-11-18,2,2,False
726,3,2024-11-20,37,23,False
727,3,2024-11-21,15,15,True
728,3,2024-11-22,45,45,True
729,3,2024-11-25,45,45,True
730,3,2024-11-26,107,72,False
731,3,2024-11-27,43,43,True
732,3,2024-11-28,32,32,False
733,3,2024-12-03,38,38,True
734,3,2024-12-08,44,44,True
735,3,2024-12-09,42,42,True
736,3,2024-12-14,8,2,False
737,3,2024-12-16,22,22,True
738,3,2024-12-18,20,20,True
739,4,2022-12-23,50,50,True
740,4,2022-12-26,18,18,True
741,4,2022-12-27,47,47,True
742,4,2023-01-03,43,43,True
743,4,2023-01-04,44,44,True
744,4,2023-01-05,40,40,True
745,4,2023-01-06,38,38,True
746,4,2023-01-11,17,17,False
747,4,2023-01-12,58,40,False
748,4,2023-01-17,49,20,False
749,4,2023-01-19,6,6,False
750,4,2023-01-20,10,1,False
751,4,2023-01-23,79,79,True
752,4,2023-01-27,48,0,False
753,4,2023-02-02,74,74,False
754,4,2023-02-03,27,27,False
755,4,2023-02-04,61,61,True
756,4,2023-02-16,2,2,True
757,4,2023-02-17,9,9,False
758,4,2023-02-19,4,4,False
759,4,2023-02-23,23,23,True
760,4,2023-03-01,31,31,False
761,4,2023-03-02,43,43,True
762,4,2023-03-08,21,20,False
763,4,2023-03-09,29,29,True
764,4,2023-03-12,43,43,True
765,4,2023-03-13,38,38,True
766,4,2023-03-16,47,47,True
767,4,2023-03-17,11,11,True
768,4,2023-03-20,19,19,False
769,4,2023-03-23,38,38,False
770,4,2023-03-28,43,32,False
771,4,2023-03-29,49,49,True
772,4,2023-03-31,16,16,True
773,4,2023-04-03,42,42,True
774,4,2023-04-05,32,32,True
775,4,2023-04-06,13,13,True
776,4,2023-04-09,14,14,False
777,4,2023-04-10,50,50,False
778,4,2023-04-13,30,9,False
779,4,2023-04-14,4,4,True
780,4,2023-04-18,34,34,True
781,4,2023-04-21,37,37,False
782,4,2023-04-28,47,47,True
783,4,2023-04-29,15,15,False
784,4,2023-04-30,4,4,True
785,4,2023-05-01,42,42,True
786,4,2023-05-11,112,50,False
787,4,2023-05-13,5,5,False
788,4,2023-05-16,6,6,False
789,4,2023-05-17,30,30,True
790,4,2023-05-19,33,33,False
791,4,2023-05-20,15,15,True
792,4,2023-05-22,43,43,True
793,4,2023-05-26,1,1,True
794,4,2023-05-28,33,33,False
795,4,2023-05-29,19,19,True
796,4,2023-06-01,23,17,False
797,4,2023-06-03,43,43,False
798,4,2023-06-04,4,4,True
799,4,2023-06-14,19,19,True
800,4,2023-06-22,20,20,True
801,4,2023-06-25,34,34,False
802,4,2023-06-28,2,2,False
803,4,2023-06-29,49,49,True
804,4,2023-07-01,6,6,False
805,4,2023-07-02,1,1,True
806,4,2023-07-04,30,30,True
807,4,2023-07-05,40,40,True
808,4,2023-07-10,28,1,False
809,4,2023-07-12,66,66,True
810,4,2023-07-13,49,49,True
811,4,2023-07-16,14,14,True
812,4,2023-07-17,10,10,True
813,4,2023-07-18,7,7,True
814,4,2023-07-21,47,47,False
815,4,2023-07-27,24,24,True
816,4,2023-07-29,38,38,True
817,4,2023-07-31,29,29,True
818,4,2023-08-04,4,4,True
